iter,A,B,base_mid,pred_bg_mean,pred_bg_std,is_metal_prob,error_to_target,cif_path,text,charge_warning,low_confidence,failed,fail_reason
0,Sr,Sm,mp-753534,2.18145637512207,0.26325101515610727,0.481039297580719,1.1814563751220701,results/inverse_design/target_1.00/cifs/iter00_cand00.cif,"Sm(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form HfO6 octahedra that share corners with six equivalent Sm(1)O6 octahedra and corners with eight equivalent Sr(1)O4 tetrahedra. The corner-sharing octahedral tilt angles range from 45-47°. Both Sm(1)-O(1) bond lengths are 2.12 Å. There are two shorter (2.08 Å) and two longer (2.09 Å) Sm(1)-O(2) bond lengths. Sr(1) is bonded to two equivalent O(1) and two equivalent O(2) atoms to form distorted CoO4 tetrahedra that share corners with eight equivalent Sm(1)O6 octahedra and corners with two equivalent Sr(1)O4 tetrahedra. The corner-sharing octahedral tilt angles range from 65-82°. There is one shorter (2.07 Å) and one longer (2.18 Å) Sr(1)-O(1) bond length. Both Sr(1)-O(2) bond lengths are 2.03 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded to two equivalent Sm(1) and two equivalent Sr(1) atoms to form distorted corner-sharing OHf2Co2 tetrahedra. In the second O site, O(2) is bonded in a distorted trigonal planar geometry to two equivalent Sm(1) and one Sr(1) atom.",True,False,False,
0,Tc,Tb,mp-1076800,-0.036728118732571605,0.09455688014297592,0.8179534375667572,1.0367281187325716,results/inverse_design/target_1.00/cifs/iter00_cand01.cif,"Tc(1) is bonded to twelve equivalent O(1) atoms to form BaO12 cuboctahedra that share corners with twelve equivalent Tc(1)O12 cuboctahedra, faces with six equivalent Tc(1)O12 cuboctahedra, and faces with eight equivalent Tb(1)O6 octahedra. All Tc(1)-O(1) bond lengths are 2.83 Å. Tb(1) is bonded to six equivalent O(1) atoms to form CuO6 octahedra that share corners with six equivalent Tb(1)O6 octahedra and faces with eight equivalent Tc(1)O12 cuboctahedra. The corner-sharing octahedra are not tilted. All Tb(1)-O(1) bond lengths are 2.00 Å. O(1) is bonded to four equivalent Tc(1) and two equivalent Tb(1) atoms to form a mixture of distorted edge, face, and corner-sharing OBa4Cu2 octahedra. The corner-sharing octahedral tilt angles range from 0-60°.",True,False,False,
0,Er,Zr,mp-19269,3.9135152816772463,0.24522348518167278,0.14301662821799255,2.9135152816772463,results/inverse_design/target_1.00/cifs/iter00_cand02.cif,"Zr(1) is bonded in a 8-coordinate geometry to two equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.35 Å) and one longer (2.44 Å) Zr(1)-O(2) bond length. There are a spread of Zr(1)-O(1) bond distances ranging from 2.39-2.71 Å. Er(1) is bonded to two equivalent O(2) and four equivalent O(1) atoms to form corner-sharing CrO6 octahedra. The corner-sharing octahedral tilt angles are 27°. Both Er(1)-O(2) bond lengths are 1.98 Å. There are two shorter (1.99 Å) and two longer (2.00 Å) Er(1)-O(1) bond lengths. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 5-coordinate geometry to three equivalent Zr(1) and two equivalent Er(1) atoms. In the second O site, O(2) is bonded in a 4-coordinate geometry to two equivalent Zr(1) and two equivalent Er(1) atoms.",True,False,False,
0,In,Pr,mp-19201,1.7542822122573853,0.4235675366682466,0.17058582961617502,0.7542822122573853,results/inverse_design/target_1.00/cifs/iter00_cand03.cif,"In(1) is bonded in a 8-coordinate geometry to two equivalent O(1) and six equivalent O(2) atoms. There is one shorter (2.32 Å) and one longer (2.41 Å) In(1)-O(1) bond length. There are a spread of In(1)-O(2) bond distances ranging from 2.34-2.63 Å. Pr(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing MnO6 octahedra. The corner-sharing octahedral tilt angles range from 25-26°. Both Pr(1)-O(1) bond lengths are 1.94 Å. All Pr(1)-O(2) bond lengths are 1.95 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 4-coordinate geometry to two equivalent In(1) and two equivalent Pr(1) atoms. In the second O site, O(2) is bonded in a 5-coordinate geometry to three equivalent In(1) and two equivalent Pr(1) atoms.",False,False,False,
0,Hg,N,mp-19893,1.6454895734786987,0.5322044647012207,0.3199888413073495,0.6454895734786987,results/inverse_design/target_1.00/cifs/iter00_cand04.cif,"N(1) is bonded in a 9-coordinate geometry to three equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.60 Å) and two longer (2.77 Å) N(1)-O(2) bond lengths. There are a spread of N(1)-O(1) bond distances ranging from 2.65-2.70 Å. Hg(1) is bonded in a trigonal planar geometry to one O(2) and two equivalent O(1) atoms. The Hg(1)-O(2) bond length is 1.29 Å. Both Hg(1)-O(1) bond lengths are 1.29 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a single-bond geometry to three equivalent N(1) and one Hg(1) atom. In the second O site, O(2) is bonded in a single-bond geometry to three equivalent N(1) and one Hg(1) atom.",True,True,False,
1,Ag,Ti,mp-1213788,0.403051869571209,0.25643528343336813,0.24206206173403189,0.596948130428791,results/inverse_design/target_1.00/cifs/iter01_cand00.cif,"Ti(1) is bonded to two equivalent O(2) and four equivalent O(1) atoms to form corner-sharing TmO6 octahedra. The corner-sharing octahedral tilt angles range from 41-43°. Both Ti(1)-O(2) bond lengths are 2.26 Å. There are two shorter (2.22 Å) and two longer (2.24 Å) Ti(1)-O(1) bond lengths. Ag(1) is bonded in a 8-coordinate geometry to two equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.33 Å) and one longer (2.47 Å) Ag(1)-O(2) bond length. There are a spread of Ag(1)-O(1) bond distances ranging from 2.34-3.01 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 5-coordinate geometry to two equivalent Ti(1) and three equivalent Ag(1) atoms. In the second O site, O(2) is bonded to two equivalent Ti(1) and two equivalent Ag(1) atoms to form distorted corner-sharing OCe2Tm2 trigonal pyramids.",True,False,False,
1,Bi,Ga,mp-1212108,2.1358672857284544,0.3026941572084581,0.16146250470628729,1.1358672857284544,results/inverse_design/target_1.00/cifs/iter01_cand01.cif,"Bi(1) is bonded in a 8-coordinate geometry to two equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.20 Å) and one longer (2.25 Å) Bi(1)-O(2) bond length. There are a spread of Bi(1)-O(1) bond distances ranging from 2.25-2.66 Å. Ga(1) is bonded to two equivalent O(2) and four equivalent O(1) atoms to form corner-sharing RhO6 octahedra. The corner-sharing octahedral tilt angles range from 40-44°. Both Ga(1)-O(2) bond lengths are 2.04 Å. All Ga(1)-O(1) bond lengths are 2.06 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 5-coordinate geometry to three equivalent Bi(1) and two equivalent Ga(1) atoms. In the second O site, O(2) is bonded to two equivalent Bi(1) and two equivalent Ga(1) atoms to form distorted corner-sharing OHo2Rh2 trigonal pyramids.",False,False,False,
1,La,Ge,mp-19269,2.528580093383789,0.38975564900123594,0.158468217884365,1.528580093383789,results/inverse_design/target_1.00/cifs/iter01_cand02.cif,"Ge(1) is bonded in a 8-coordinate geometry to two equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.35 Å) and one longer (2.44 Å) Ge(1)-O(2) bond length. There are a spread of Ge(1)-O(1) bond distances ranging from 2.39-2.71 Å. La(1) is bonded to two equivalent O(2) and four equivalent O(1) atoms to form corner-sharing CrO6 octahedra. The corner-sharing octahedral tilt angles are 27°. Both La(1)-O(2) bond lengths are 1.98 Å. There are two shorter (1.99 Å) and two longer (2.00 Å) La(1)-O(1) bond lengths. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 5-coordinate geometry to three equivalent Ge(1) and two equivalent La(1) atoms. In the second O site, O(2) is bonded in a 4-coordinate geometry to two equivalent Ge(1) and two equivalent La(1) atoms.",True,False,False,
1,Ce,Sn,mp-19201,0.11162993740290403,0.1551626375569469,0.6059219090268015,0.8883700625970959,results/inverse_design/target_1.00/cifs/iter01_cand03.cif,"Ce(1) is bonded in a 8-coordinate geometry to two equivalent O(1) and six equivalent O(2) atoms. There is one shorter (2.32 Å) and one longer (2.41 Å) Ce(1)-O(1) bond length. There are a spread of Ce(1)-O(2) bond distances ranging from 2.34-2.63 Å. Sn(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing MnO6 octahedra. The corner-sharing octahedral tilt angles range from 25-26°. Both Sn(1)-O(1) bond lengths are 1.94 Å. All Sn(1)-O(2) bond lengths are 1.95 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 4-coordinate geometry to two equivalent Ce(1) and two equivalent Sn(1) atoms. In the second O site, O(2) is bonded in a 5-coordinate geometry to three equivalent Ce(1) and two equivalent Sn(1) atoms.",False,False,False,
1,Al,Pd,mp-776154,-0.023372972011566163,0.14710775281453806,0.8216971576213836,1.023372972011566,results/inverse_design/target_1.00/cifs/iter01_cand04.cif,"Pd(1) is bonded in a 6-coordinate geometry to two equivalent O(1) and four equivalent O(2) atoms. There is one shorter (1.98 Å) and one longer (2.07 Å) Pd(1)-O(1) bond length. There are two shorter (2.02 Å) and two longer (2.28 Å) Pd(1)-O(2) bond lengths. Al(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing AlO6 octahedra. The corner-sharing octahedral tilt angles range from 41-44°. Both Al(1)-O(1) bond lengths are 1.98 Å. There are two shorter (1.88 Å) and two longer (1.90 Å) Al(1)-O(2) bond lengths. There are two inequivalent O sites. In the first O site, O(1) is bonded to two equivalent Pd(1) and two equivalent Al(1) atoms to form distorted corner-sharing OAl2Fe2 trigonal pyramids. In the second O site, O(2) is bonded in a 4-coordinate geometry to two equivalent Pd(1) and two equivalent Al(1) atoms.",True,False,False,
