iter,A,B,base_mid,pred_bg_mean,pred_bg_std,is_metal_prob,error_to_target,cif_path,text,charge_warning,low_confidence,failed,fail_reason
3,Ce,Ge,mp-19269,0.7866546511650085,0.20510508581526407,0.18203277676693688,0.21334534883499146,results/inverse_design/target_1.00/cifs/iter03_cand01.cif,"Ge(1) is bonded in a 8-coordinate geometry to two equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.35 Å) and one longer (2.44 Å) Ge(1)-O(2) bond length. There are a spread of Ge(1)-O(1) bond distances ranging from 2.39-2.71 Å. Ce(1) is bonded to two equivalent O(2) and four equivalent O(1) atoms to form corner-sharing CrO6 octahedra. The corner-sharing octahedral tilt angles are 27°. Both Ce(1)-O(2) bond lengths are 1.98 Å. There are two shorter (1.99 Å) and two longer (2.00 Å) Ce(1)-O(1) bond lengths. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 5-coordinate geometry to three equivalent Ge(1) and two equivalent Ce(1) atoms. In the second O site, O(2) is bonded in a 4-coordinate geometry to two equivalent Ge(1) and two equivalent Ce(1) atoms.",True,False,False,
2,Ba,Ge,mp-1183920,0.7258092045783997,0.4589338316948846,0.5948007747530937,0.2741907954216003,results/inverse_design/target_1.00/cifs/iter02_cand01.cif,"Ba(1) is bonded to twelve equivalent O(1) atoms to form CsO12 cuboctahedra that share corners with twelve equivalent Ba(1)O12 cuboctahedra, faces with six equivalent Ba(1)O12 cuboctahedra, and faces with eight equivalent Ge(1)O6 octahedra. All Ba(1)-O(1) bond lengths are 3.13 Å. Ge(1) is bonded to six equivalent O(1) atoms to form PaO6 octahedra that share corners with six equivalent Ge(1)O6 octahedra and faces with eight equivalent Ba(1)O12 cuboctahedra. The corner-sharing octahedra are not tilted. All Ge(1)-O(1) bond lengths are 2.21 Å. O(1) is bonded in a distorted linear geometry to four equivalent Ba(1) and two equivalent Ge(1) atoms.",False,False,False,
4,Ba,Ge,mp-1183920,0.7258091807365418,0.45893384100743856,0.5948007747530937,0.27419081926345823,results/inverse_design/target_1.00/cifs/iter04_cand01.cif,"Ba(1) is bonded to twelve equivalent O(1) atoms to form CsO12 cuboctahedra that share corners with twelve equivalent Ba(1)O12 cuboctahedra, faces with six equivalent Ba(1)O12 cuboctahedra, and faces with eight equivalent Ge(1)O6 octahedra. All Ba(1)-O(1) bond lengths are 3.13 Å. Ge(1) is bonded to six equivalent O(1) atoms to form PaO6 octahedra that share corners with six equivalent Ge(1)O6 octahedra and faces with eight equivalent Ba(1)O12 cuboctahedra. The corner-sharing octahedra are not tilted. All Ge(1)-O(1) bond lengths are 2.21 Å. O(1) is bonded in a distorted linear geometry to four equivalent Ba(1) and two equivalent Ge(1) atoms.",False,False,False,
2,Ce,Tb,mp-770830,0.6659048646688461,0.5656628380365766,0.1985731588676572,0.33409513533115387,results/inverse_design/target_1.00/cifs/iter02_cand02.cif,"Tb(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing HoO6 octahedra. The corner-sharing octahedral tilt angles range from 44-46°. Both Tb(1)-O(1) bond lengths are 2.29 Å. There are two shorter (2.28 Å) and two longer (2.29 Å) Tb(1)-O(2) bond lengths. Ce(1) is bonded in a 4-coordinate geometry to two equivalent O(1) and two equivalent O(2) atoms. There is one shorter (2.20 Å) and one longer (2.72 Å) Ce(1)-O(1) bond length. Both Ce(1)-O(2) bond lengths are 2.24 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded to two equivalent Tb(1) and two equivalent Ce(1) atoms to form distorted corner-sharing OHo2Bi2 tetrahedra. In the second O site, O(2) is bonded in a distorted trigonal planar geometry to two equivalent Tb(1) and one Ce(1) atom.",False,True,False,
4,Ce,Tb,mp-770830,0.6659048408269882,0.5656628433172601,0.19857315917033702,0.3340951591730118,results/inverse_design/target_1.00/cifs/iter04_cand02.cif,"Tb(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing HoO6 octahedra. The corner-sharing octahedral tilt angles range from 44-46°. Both Tb(1)-O(1) bond lengths are 2.29 Å. There are two shorter (2.28 Å) and two longer (2.29 Å) Tb(1)-O(2) bond lengths. Ce(1) is bonded in a 4-coordinate geometry to two equivalent O(1) and two equivalent O(2) atoms. There is one shorter (2.20 Å) and one longer (2.72 Å) Ce(1)-O(1) bond length. Both Ce(1)-O(2) bond lengths are 2.24 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded to two equivalent Tb(1) and two equivalent Ce(1) atoms to form distorted corner-sharing OHo2Bi2 tetrahedra. In the second O site, O(2) is bonded in a distorted trigonal planar geometry to two equivalent Tb(1) and one Ce(1) atom.",False,True,False,
3,La,Sn,mp-1187190,0.5086476087570191,0.1732157632357934,0.19260516218710108,0.4913523912429809,results/inverse_design/target_1.00/cifs/iter03_cand02.cif,"Sn(1) is bonded to twelve equivalent O(1) atoms to form SrO12 cuboctahedra that share corners with twelve equivalent Sn(1)O12 cuboctahedra, faces with six equivalent Sn(1)O12 cuboctahedra, and faces with eight equivalent La(1)O6 octahedra. All Sn(1)-O(1) bond lengths are 2.86 Å. La(1) is bonded to six equivalent O(1) atoms to form PdO6 octahedra that share corners with six equivalent La(1)O6 octahedra and faces with eight equivalent Sn(1)O12 cuboctahedra. The corner-sharing octahedra are not tilted. All La(1)-O(1) bond lengths are 2.02 Å. O(1) is bonded to four equivalent Sn(1) and two equivalent La(1) atoms to form a mixture of distorted face, corner, and edge-sharing OSr4Pd2 octahedra. The corner-sharing octahedral tilt angles range from 0-60°.",True,False,False,
3,Cd,Pb,mp-22535,0.4347812682390213,0.21247899011357202,0.2106718354334589,0.5652187317609787,results/inverse_design/target_1.00/cifs/iter03_cand04.cif,"The structure consists of one lead atom inside a HfO3 framework. In the HfO3 framework, Cd(1) is bonded to six equivalent O(1) atoms to form corner-sharing HfO6 octahedra. The corner-sharing octahedra are not tilted. All Cd(1)-O(1) bond lengths are 2.08 Å. O(1) is bonded in a linear geometry to two equivalent Cd(1) atoms.",False,False,False,
1,Ag,Ti,mp-1213788,0.403051869571209,0.25643528343336813,0.24206206173403189,0.596948130428791,results/inverse_design/target_1.00/cifs/iter01_cand00.cif,"Ti(1) is bonded to two equivalent O(2) and four equivalent O(1) atoms to form corner-sharing TmO6 octahedra. The corner-sharing octahedral tilt angles range from 41-43°. Both Ti(1)-O(2) bond lengths are 2.26 Å. There are two shorter (2.22 Å) and two longer (2.24 Å) Ti(1)-O(1) bond lengths. Ag(1) is bonded in a 8-coordinate geometry to two equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.33 Å) and one longer (2.47 Å) Ag(1)-O(2) bond length. There are a spread of Ag(1)-O(1) bond distances ranging from 2.34-3.01 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 5-coordinate geometry to two equivalent Ti(1) and three equivalent Ag(1) atoms. In the second O site, O(2) is bonded to two equivalent Ti(1) and two equivalent Ag(1) atoms to form distorted corner-sharing OCe2Tm2 trigonal pyramids.",True,False,False,
0,Hg,N,mp-19893,1.6454895734786987,0.5322044647012207,0.3199888413073495,0.6454895734786987,results/inverse_design/target_1.00/cifs/iter00_cand04.cif,"N(1) is bonded in a 9-coordinate geometry to three equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.60 Å) and two longer (2.77 Å) N(1)-O(2) bond lengths. There are a spread of N(1)-O(1) bond distances ranging from 2.65-2.70 Å. Hg(1) is bonded in a trigonal planar geometry to one O(2) and two equivalent O(1) atoms. The Hg(1)-O(2) bond length is 1.29 Å. Both Hg(1)-O(1) bond lengths are 1.29 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a single-bond geometry to three equivalent N(1) and one Hg(1) atom. In the second O site, O(2) is bonded in a single-bond geometry to three equivalent N(1) and one Hg(1) atom.",True,True,False,
0,In,Pr,mp-19201,1.7542822122573853,0.4235675366682466,0.17058582961617502,0.7542822122573853,results/inverse_design/target_1.00/cifs/iter00_cand03.cif,"In(1) is bonded in a 8-coordinate geometry to two equivalent O(1) and six equivalent O(2) atoms. There is one shorter (2.32 Å) and one longer (2.41 Å) In(1)-O(1) bond length. There are a spread of In(1)-O(2) bond distances ranging from 2.34-2.63 Å. Pr(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing MnO6 octahedra. The corner-sharing octahedral tilt angles range from 25-26°. Both Pr(1)-O(1) bond lengths are 1.94 Å. All Pr(1)-O(2) bond lengths are 1.95 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 4-coordinate geometry to two equivalent In(1) and two equivalent Pr(1) atoms. In the second O site, O(2) is bonded in a 5-coordinate geometry to three equivalent In(1) and two equivalent Pr(1) atoms.",False,False,False,
