iter,A,B,base_mid,pred_bg_mean,pred_bg_std,is_metal_prob,error_to_target,cif_path,text,charge_warning,low_confidence,failed,fail_reason
2,La,Nb,mp-1180739,2.572751784324646,0.5365525038070861,0.15306574768692371,0.4272482156753541,results/inverse_design/target_3.00/cifs/iter02_cand04.cif,"Nb(1) is bonded in a 5-coordinate geometry to one O(2) and four equivalent O(1) atoms. The Nb(1)-O(2) bond length is 2.39 Å. There are two shorter (2.51 Å) and two longer (2.54 Å) Nb(1)-O(1) bond lengths. La(1) is bonded to two equivalent O(2) and four equivalent O(1) atoms to form corner-sharing GaO6 octahedra. The corner-sharing octahedral tilt angles range from 20-26°. Both La(1)-O(2) bond lengths are 2.01 Å. There are two shorter (2.00 Å) and two longer (2.01 Å) La(1)-O(1) bond lengths. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 4-coordinate geometry to two equivalent Nb(1) and two equivalent La(1) atoms. In the second O site, O(2) is bonded in a 3-coordinate geometry to one Nb(1) and two equivalent La(1) atoms.",False,True,False,
0,Sr,Sm,mp-753534,2.1814563274383545,0.26325101549531377,0.481039297580719,0.8185436725616455,results/inverse_design/target_3.00/cifs/iter00_cand00.cif,"Sm(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form HfO6 octahedra that share corners with six equivalent Sm(1)O6 octahedra and corners with eight equivalent Sr(1)O4 tetrahedra. The corner-sharing octahedral tilt angles range from 45-47°. Both Sm(1)-O(1) bond lengths are 2.12 Å. There are two shorter (2.08 Å) and two longer (2.09 Å) Sm(1)-O(2) bond lengths. Sr(1) is bonded to two equivalent O(1) and two equivalent O(2) atoms to form distorted CoO4 tetrahedra that share corners with eight equivalent Sm(1)O6 octahedra and corners with two equivalent Sr(1)O4 tetrahedra. The corner-sharing octahedral tilt angles range from 65-82°. There is one shorter (2.07 Å) and one longer (2.18 Å) Sr(1)-O(1) bond length. Both Sr(1)-O(2) bond lengths are 2.03 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded to two equivalent Sm(1) and two equivalent Sr(1) atoms to form distorted corner-sharing OHf2Co2 tetrahedra. In the second O site, O(2) is bonded in a distorted trigonal planar geometry to two equivalent Sm(1) and one Sr(1) atom.",True,False,False,
0,Er,Zr,mp-19269,3.913515329360962,0.24522345299392678,0.14301662821799255,0.9135153293609619,results/inverse_design/target_3.00/cifs/iter00_cand02.cif,"Zr(1) is bonded in a 8-coordinate geometry to two equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.35 Å) and one longer (2.44 Å) Zr(1)-O(2) bond length. There are a spread of Zr(1)-O(1) bond distances ranging from 2.39-2.71 Å. Er(1) is bonded to two equivalent O(2) and four equivalent O(1) atoms to form corner-sharing CrO6 octahedra. The corner-sharing octahedral tilt angles are 27°. Both Er(1)-O(2) bond lengths are 1.98 Å. There are two shorter (1.99 Å) and two longer (2.00 Å) Er(1)-O(1) bond lengths. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 5-coordinate geometry to three equivalent Zr(1) and two equivalent Er(1) atoms. In the second O site, O(2) is bonded in a 4-coordinate geometry to two equivalent Zr(1) and two equivalent Er(1) atoms.",True,False,False,
1,La,Sb,mp-753534,2.033559226989746,0.4009400820982968,0.18810045918799007,0.966440773010254,results/inverse_design/target_3.00/cifs/iter01_cand02.cif,"Sb(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form HfO6 octahedra that share corners with six equivalent Sb(1)O6 octahedra and corners with eight equivalent La(1)O4 tetrahedra. The corner-sharing octahedral tilt angles range from 45-47°. Both Sb(1)-O(1) bond lengths are 2.12 Å. There are two shorter (2.08 Å) and two longer (2.09 Å) Sb(1)-O(2) bond lengths. La(1) is bonded to two equivalent O(1) and two equivalent O(2) atoms to form distorted CoO4 tetrahedra that share corners with eight equivalent Sb(1)O6 octahedra and corners with two equivalent La(1)O4 tetrahedra. The corner-sharing octahedral tilt angles range from 65-82°. There is one shorter (2.07 Å) and one longer (2.18 Å) La(1)-O(1) bond length. Both La(1)-O(2) bond lengths are 2.03 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded to two equivalent Sb(1) and two equivalent La(1) atoms to form distorted corner-sharing OHf2Co2 tetrahedra. In the second O site, O(2) is bonded in a distorted trigonal planar geometry to two equivalent Sb(1) and one La(1) atom.",False,False,False,
0,In,Pr,mp-19201,1.7542821884155273,0.42356751894880534,0.1705858296045335,1.2457178115844727,results/inverse_design/target_3.00/cifs/iter00_cand03.cif,"In(1) is bonded in a 8-coordinate geometry to two equivalent O(1) and six equivalent O(2) atoms. There is one shorter (2.32 Å) and one longer (2.41 Å) In(1)-O(1) bond length. There are a spread of In(1)-O(2) bond distances ranging from 2.34-2.63 Å. Pr(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing MnO6 octahedra. The corner-sharing octahedral tilt angles range from 25-26°. Both Pr(1)-O(1) bond lengths are 1.94 Å. All Pr(1)-O(2) bond lengths are 1.95 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 4-coordinate geometry to two equivalent In(1) and two equivalent Pr(1) atoms. In the second O site, O(2) is bonded in a 5-coordinate geometry to three equivalent In(1) and two equivalent Pr(1) atoms.",False,False,False,
1,Ce,Sc,mp-1189840,1.6904011726379395,0.7342977531738025,0.15648650367293157,1.3095988273620605,results/inverse_design/target_3.00/cifs/iter01_cand01.cif,"Sc(1) is bonded in a 8-coordinate geometry to two equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.68 Å) and one longer (2.86 Å) Sc(1)-O(2) bond length. There are a spread of Sc(1)-O(1) bond distances ranging from 2.54-2.68 Å. Ce(1) is bonded in a trigonal planar geometry to one O(2) and two equivalent O(1) atoms. The Ce(1)-O(2) bond length is 1.38 Å. Both Ce(1)-O(1) bond lengths are 1.37 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a distorted single-bond geometry to three equivalent Sc(1) and one Ce(1) atom. In the second O site, O(2) is bonded in a distorted single-bond geometry to two equivalent Sc(1) and one Ce(1) atom.",False,True,False,
2,Pb,Ta,mp-1345923,1.664767289161682,0.286088106250744,0.17464912483701484,1.335232710838318,results/inverse_design/target_3.00/cifs/iter02_cand03.cif,"Pb(1) is bonded in a 8-coordinate geometry to two equivalent O(1) and six equivalent O(2) atoms. There is one shorter (2.06 Å) and one longer (2.17 Å) Pb(1)-O(1) bond length. There are a spread of Pb(1)-O(2) bond distances ranging from 2.08-2.64 Å. Ta(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing TiO6 octahedra. The corner-sharing octahedral tilt angles range from 40-41°. Both Ta(1)-O(1) bond lengths are 1.99 Å. All Ta(1)-O(2) bond lengths are 1.96 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded to two equivalent Pb(1) and two equivalent Ta(1) atoms to form distorted corner-sharing OMg2Ti2 trigonal pyramids. In the second O site, O(2) is bonded in a 5-coordinate geometry to three equivalent Pb(1) and two equivalent Ta(1) atoms.",False,False,False,
0,Hg,N,mp-19893,1.6454896688461305,0.5322045813965818,0.3199888420756906,1.3545103311538695,results/inverse_design/target_3.00/cifs/iter00_cand04.cif,"N(1) is bonded in a 9-coordinate geometry to three equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.60 Å) and two longer (2.77 Å) N(1)-O(2) bond lengths. There are a spread of N(1)-O(1) bond distances ranging from 2.65-2.70 Å. Hg(1) is bonded in a trigonal planar geometry to one O(2) and two equivalent O(1) atoms. The Hg(1)-O(2) bond length is 1.29 Å. Both Hg(1)-O(1) bond lengths are 1.29 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a single-bond geometry to three equivalent N(1) and one Hg(1) atom. In the second O site, O(2) is bonded in a single-bond geometry to three equivalent N(1) and one Hg(1) atom.",True,True,False,
2,Ba,Ce,mp-756147,1.2344306707382202,0.3080144438131987,0.18658159209007863,1.7655693292617798,results/inverse_design/target_3.00/cifs/iter02_cand01.cif,"Ba(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing CrO6 octahedra. The corner-sharing octahedral tilt angles range from 39-42°. Both Ba(1)-O(1) bond lengths are 2.07 Å. There are two shorter (2.00 Å) and two longer (2.01 Å) Ba(1)-O(2) bond lengths. Ce(1) is bonded in a 6-coordinate geometry to two equivalent O(1) and four equivalent O(2) atoms. There is one shorter (2.17 Å) and one longer (2.22 Å) Ce(1)-O(1) bond length. There are two shorter (2.18 Å) and two longer (2.43 Å) Ce(1)-O(2) bond lengths. There are two inequivalent O sites. Ce the first O site, O(1) is bonded to two equivalent Ba(1) and two equivalent Ce(1) atoms to form distorted corner-sharing OCr2In2 trigonal pyramids. Ce the second O site, O(2) is bonded in a 4-coordinate geometry to two equivalent Ba(1) and two equivalent Ce(1) atoms.",False,False,False,
4,Ba,Ti,mp-756147,1.1632519483566284,0.400363920912803,0.3646077847108245,1.8367480516433716,results/inverse_design/target_3.00/cifs/iter04_cand00.cif,"Ba(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing CrO6 octahedra. The corner-sharing octahedral tilt angles range from 39-42°. Both Ba(1)-O(1) bond lengths are 2.07 Å. There are two shorter (2.00 Å) and two longer (2.01 Å) Ba(1)-O(2) bond lengths. Ti(1) is bonded in a 6-coordinate geometry to two equivalent O(1) and four equivalent O(2) atoms. There is one shorter (2.17 Å) and one longer (2.22 Å) Ti(1)-O(1) bond length. There are two shorter (2.18 Å) and two longer (2.43 Å) Ti(1)-O(2) bond lengths. There are two inequivalent O sites. Ti the first O site, O(1) is bonded to two equivalent Ba(1) and two equivalent Ti(1) atoms to form distorted corner-sharing OCr2In2 trigonal pyramids. Ti the second O site, O(2) is bonded in a 4-coordinate geometry to two equivalent Ba(1) and two equivalent Ti(1) atoms.",False,False,False,
